ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
3645,Michelle Bush MD,59,2017,28706,28464,301,8446.78,4,"6938 Megan Cliff Apt. 747, Port Katherine, IA 30504",lucas91@example.org,1234571534,25-06-1961,Business,26694,29314.01,50463.65
3646,Kyle Wheeler,26,2017,21698,83363,518,9396.05,2,"Unit 2444 Box 6366, DPO AA 31005",theresaestrada@example.net,1234571535,14-11-1968,Checking,37900.25,333.43,105255.92
3647,Steven Larson,50,2017,2591,82801,485,8628.44,1,"60267 Jennifer Plains, Port Steven, MH 17411",danielle87@example.com,1234571536,08-01-1971,Savings,47576.41,10419.9,110493.36
3648,John Dunn,23,2014,32917,79787,643,2130.63,5,"5184 Hall Alley, Lake Jamieview, GU 24870",lunajudy@example.org,1234571537,07-03-1953,Savings,16771.1,29452.85,64058.44
3649,Jocelyn Taylor MD,44,2016,27764,23774,539,8169.63,2,"910 Tanner Avenue Suite 241, Walshland, NE 14854",jerry74@example.org,1234571538,11-09-1981,Savings,22501.6,27821.26,148874.7
3650,Raymond Davidson,37,2013,10702,13935,421,2264.66,1,"6955 Ruiz Extensions, New Eric, PA 53787",cathylopez@example.com,1234571539,04-01-2001,Business,45678.02,15029.05,59585.13
3651,Christopher Powell,39,2022,40757,81002,441,2630.44,2,"4660 Simon Parkways, East Albert, FL 97072",wayneking@example.org,1234571540,05-06-1972,Checking,42343.72,14073.69,62082.37
3652,Kimberly Morrison,58,2022,20266,45674,649,5852.47,3,"3931 Jesse Cliff Apt. 684, West Kelly, MO 70653",karen59@example.org,1234571541,17-08-1968,Business,16910.93,11102.41,143321.86
3653,Ashley Barr,58,2010,21589,92483,520,5911.17,5,"2549 Anthony Mall Suite 884, Lake Lori, KY 16871",faguirre@example.net,1234571542,05-05-1995,Savings,17949.01,9350.1,38090.23
3654,Kimberly Russell,70,2010,14979,13344,770,4562,1,"71469 Justin Inlet Suite 173, Lake Kellyshire, MI 38866",andersonjermaine@example.com,1234571543,10-02-1960,Business,42200.75,27561.85,47641.65
3655,Sheri Gould,57,2021,8244,74466,783,8812.08,3,"1884 James Points, Lake Jasonview, AL 48920",christinaellis@example.org,1234571544,08-03-2002,Savings,30674.81,21720.13,24663.26
3656,Daniel Brooks DDS,30,2021,13878,22552,799,2142.8,1,"69000 Rebecca Burgs, Michaelmouth, MN 31160",jameschristensen@example.org,1234571545,28-01-1957,Checking,21505.06,10135.82,106856.41
3657,Tiffany Bradley,63,2015,9320,56989,498,1988.22,1,"78301 Howard Rest, East Kathleentown, SC 53152",tonya38@example.net,1234571546,16-12-1992,Checking,47655.9,27515.64,105113.21
3658,Samuel Cooley,21,2016,48954,22876,783,8420.23,5,"54279 Brenda Forges Apt. 468, Johnsonshire, WI 62196",hannah67@example.org,1234571547,12-08-1989,Savings,4782.64,17405.52,143656.77
3659,Rachel Fisher,39,2017,39547,99222,625,614.21,1,"682 Katherine Plains, Jonesborough, TX 46944",ronaldhenderson@example.com,1234571548,26-04-1978,Business,43388.29,20389.09,103315.73
3660,Edward Martin,26,2013,28076,26596,399,4373.65,2,"237 Myers Villages Apt. 195, Davisshire, LA 12835",jasonharris@example.org,1234571549,25-07-1964,Checking,41352.76,15651.71,56687.37
3661,Pamela Nelson,38,2019,3595,17538,366,4393.88,5,"209 Jennifer Falls, New Michellefurt, MO 68916",markhicks@example.com,1234571550,24-08-1965,Business,32605.23,23249.26,125158.55
3662,Larry Carroll MD,60,2019,42139,37032,412,8817.75,1,"47339 Patrick Square, Kingville, MN 60817",cannonamy@example.net,1234571551,24-03-1978,Savings,17439.67,15270.96,27675.72
3663,David Klein,65,2010,49080,14794,690,5484.82,3,"9906 Michael Divide, Arthurstad, IN 38535",georgehaney@example.net,1234571552,11-11-2004,Checking,4090.64,21628.77,109592.56
3664,Mr. Brandon Bishop,35,2018,33235,33293,459,6991.59,3,"46315 Hogan Ridge Suite 631, New Pamelaside, GA 02397",scottmason@example.net,1234571553,12-09-1994,Checking,1541.15,25688.46,148867.4
3665,Mr. Joseph Elliott,49,2020,45335,19208,752,7992.58,2,"240 Warren Bridge, New Erin, ME 57017",lanejerry@example.net,1234571554,27-05-1973,Business,48918.35,23213.32,103330.04
3666,Gerald Little II,48,2013,23198,83520,417,4846.02,1,"741 Smith Turnpike, East Deborah, VI 52585",carlosjackson@example.net,1234571555,07-07-1976,Business,30937.96,2546.4,38030.94
3667,Charles Good,56,2019,49185,71561,403,1604.8,1,"Unit 9570 Box 8604, DPO AA 98942",gdaniels@example.net,1234571556,20-09-1974,Savings,7429.27,29747.12,122844.23
3668,Alexandra Harris,39,2022,18640,85921,554,1525.77,4,"573 David Wall Suite 789, East William, IN 15219",nathan41@example.com,1234571557,07-08-1966,Business,23358.69,18489.52,32386.9
3669,Randy Nguyen,35,2015,22667,98099,763,1373.5,5,"7633 Robert Lakes Suite 558, Adamhaven, AR 14373",amy60@example.com,1234571558,02-03-1990,Checking,3647.73,8557.46,146477.76
3670,Connor Wallace,75,2013,42257,62844,696,1697.03,2,"364 Benitez Landing, Adrianland, SD 03469",samanthaturner@example.org,1234571559,25-09-1954,Savings,17810.66,4637.91,108277.28
3671,Philip Allen,59,2021,32711,69876,511,4530.25,4,"USNV Smith, FPO AP 30399",tyleralexander@example.net,1234571560,19-10-1951,Savings,40019.01,5667.92,52226.07
3672,Elizabeth Kane,22,2012,7949,34221,727,1287.48,5,"4474 Timothy Rest Suite 216, East Kathyland, GU 03540",whitelawrence@example.net,1234571561,09-08-1965,Savings,40450.14,20915,119298.1
3673,Reginald Garrison,47,2022,1128,52553,356,5383.71,2,"40041 Day Brook Suite 519, North Kathryn, PR 89596",brandon39@example.org,1234571562,05-01-1986,Business,28803.56,23169.57,130029.9
3674,Robert Hayden,69,2014,2974,76458,553,9171.12,4,"Unit 1007 Box 7358, DPO AE 79414",jill46@example.net,1234571563,30-03-1974,Checking,36021.78,29423.27,114835.94
3675,Charles Potter,66,2018,25367,84894,482,6429.93,5,"69338 Powell Points Suite 963, East Larry, HI 52887",xgonzalez@example.net,1234571564,29-01-1970,Business,32437.66,12602.25,75021.16
3676,Jason Howe,28,2018,43335,36770,459,3576.64,3,"PSC 3937, Box 9126, APO AP 99426",kimberlynewman@example.org,1234571565,28-09-1962,Checking,22777.01,20031.64,75119.83
3677,Ashley Larsen,75,2021,19227,93515,655,7997.13,5,"29909 Smith Harbors, South Tomville, TX 05822",yhendricks@example.com,1234571566,27-09-1981,Checking,7636.4,1158.79,61684.53
3678,Ashley Sanchez,24,2012,28596,84747,461,1871.3,2,"09077 Allison Skyway Apt. 622, Chandlerside, NY 60180",vleonard@example.com,1234571567,29-07-1955,Checking,43877.12,8150.61,96205.24
3679,Sierra Lee,50,2016,45915,84535,418,2655.02,2,"110 Harris Square Apt. 492, Port Guyborough, GA 84045",allisonryan@example.net,1234571568,02-11-1995,Checking,2154.52,3245.62,122591.67
3680,Jean Jackson,34,2023,38901,37562,680,6120.55,5,"545 Cooper Villages Suite 381, Johnview, AR 08314",bspencer@example.net,1234571569,11-01-1968,Checking,5278.61,27257.07,31669.08
3681,Michael Butler,53,2019,16208,67653,399,7286.67,3,"15114 Williams Terrace Suite 453, Walterfurt, TX 50865",martindavidson@example.net,1234571570,09-09-1985,Savings,42528.49,26077.08,100158.92
3682,Kyle Carter,63,2011,26409,68006,635,6804.08,4,"247 Ashlee Corners, North Jeremymouth, WV 85592",hernandezgina@example.net,1234571571,17-08-1985,Business,14867.84,15404.11,82496.35
3683,Christopher Cruz,43,2021,15449,79036,432,2235.35,5,"6994 Amber Lock Suite 882, West Ryanfort, AL 48774",matthewrogers@example.net,1234571572,08-09-1963,Business,48230.16,16317.32,59938.16
3684,Kevin Fischer,56,2014,38872,36720,627,9303.84,1,"USS Smith, FPO AE 63604",mathewsmaria@example.com,1234571573,21-02-1974,Checking,4983.41,20564.35,90524.72
3685,Joshua Yates,46,2016,47049,11940,602,7520.06,2,"45780 Walker Overpass Apt. 152, Huntfort, RI 37640",estradamelissa@example.net,1234571574,06-11-1954,Savings,324.11,16246.73,122788.79
3686,Clayton Waters,44,2013,5439,10677,823,8528.19,4,"0836 Jones Curve Suite 189, West Erin, MP 13161",xgonzalez@example.net,1234571575,03-12-1963,Savings,40179.68,28916.18,29695.13
3687,Thomas Calhoun,60,2011,39517,98211,547,882.29,4,"929 Sandra Ramp, Port Patrickbury, WY 46337",llyons@example.com,1234571576,26-11-1997,Checking,40370.52,10682.47,95113.54
3688,Johnny Johnson,28,2019,7431,83601,755,2159.72,4,"793 Laura Club Suite 936, Lake Travis, AR 21006",ehall@example.net,1234571577,13-06-1965,Business,13839.81,21422.12,131458.66
3689,Dorothy Gardner,56,2015,43666,92352,589,5657.8,1,"6011 Johnson Orchard Apt. 766, North Alyssastad, NC 95023",ecarroll@example.com,1234571578,05-06-1963,Savings,13781.18,8711.65,72731.49
3690,Diana Alexander,44,2023,18811,13523,717,7780.78,2,"913 Joseph Mountain, Ginaland, PR 21114",xgordon@example.net,1234571579,22-12-1981,Savings,34492.88,23914.17,57055.65
3691,Michelle Smith,67,2016,39495,41338,315,5159.26,4,"875 Foster Mall Apt. 193, North Rhonda, IL 27450",tchung@example.com,1234571580,22-12-1985,Savings,32430.68,3822.47,118852.42
3692,Dr. Rodney Arias MD,26,2012,2105,59882,807,9531.87,1,"466 Roberts Freeway Apt. 753, New Emilyfort, WA 76755",ryan23@example.org,1234571581,21-02-1954,Savings,43784.59,25983.54,142634.6
3693,Theodore Garrett,61,2022,26961,12604,310,7659.25,1,"42045 Fuller Fords Suite 371, North Kellyborough, CT 98488",lreid@example.com,1234571582,08-10-2004,Checking,10682.08,26812.76,136862.33
3694,Anthony Kemp,60,2022,20189,26472,670,1220.91,3,"20355 Snow Haven Apt. 089, Lake Michael, MA 73812",heathermeyer@example.com,1234571583,11-11-1987,Savings,38368.32,19891.43,65642.83
3695,Christopher White,70,2020,47535,14347,784,7016.11,5,"PSC 4409, Box 0511, APO AE 24759",william88@example.net,1234571584,31-01-1983,Checking,23323.14,18256.46,78061.12
3696,Antonio Greene,67,2023,25559,34257,442,6384.9,4,"083 Meyer Glens, Lake Christianmouth, IA 31845",dakota36@example.com,1234571585,22-04-1961,Business,35317.72,8871.4,67640.81
3697,Crystal Mejia,68,2016,27583,48074,693,8355.96,1,"692 Lowe Stream Suite 766, East Tristanborough, VA 96725",rachel05@example.com,1234571586,08-06-1952,Savings,20130.73,10361.83,122086.22
3698,Tara Smith,25,2022,13042,57645,700,8194.7,5,"5980 Nathaniel Bridge Suite 784, Colonhaven, IL 69669",danielscolin@example.net,1234571587,15-08-1953,Savings,2686.62,26870.12,87369.18
3699,Keith Morgan,55,2018,24663,40626,742,1444.28,2,"0702 Valerie Trail, Blakefort, NV 82525",tylerjohnson@example.net,1234571588,18-10-1981,Checking,47126.1,17880.41,62554.26
3700,Amy Johnson DDS,67,2017,25692,17514,357,9210.66,1,"34662 Christopher Mount, Bensonside, CO 25183",samuelarmstrong@example.com,1234571589,01-09-1974,Checking,31030.64,12828.23,61261.91
3701,Kenneth Davis,25,2011,40492,73290,421,6229.72,2,"578 Joseph Stravenue, South David, IL 50061",thompsondonna@example.org,1234571590,16-07-2004,Business,39862.88,28067.01,145824.13
3702,Roger Ray,71,2014,39211,54067,628,2935.59,3,"PSC 4299, Box 6926, APO AE 76850",hughesderrick@example.net,1234571591,03-06-1989,Checking,1795.3,29811.34,69317
3703,Danielle Hill,29,2016,47758,70574,368,8748.57,2,"64883 Charles Branch Suite 979, Perryburgh, UT 11735",mariedyer@example.com,1234571592,11-10-1979,Savings,1538.41,23187.79,42602.61
3704,John Smith,65,2015,9111,84395,601,538.85,3,"847 Garcia Dale, West Meghanstad, LA 46128",rsosa@example.com,1234571593,31-03-1998,Checking,6145.32,23967.42,99807.79
3705,Isabella Pratt,48,2022,49435,91267,309,974.78,1,"343 Ellis Manor, Bowmanport, NV 14755",sjackson@example.com,1234571594,13-06-1990,Savings,14914.2,4649.49,55248.65
3706,Amber Perry,36,2023,37733,41146,705,8821.69,3,"36546 Fischer Road Suite 303, North Phillipton, PA 47334",stewartlarry@example.net,1234571595,06-08-2004,Savings,42252.39,28449.87,50142.22
3707,Mikayla Elliott,61,2015,28875,77003,380,5433.43,2,"191 Smith Streets, South Joelchester, MO 48804",nicoleperez@example.net,1234571596,11-12-1952,Business,22396.98,22590.31,31284.28
3708,Terry Howell,64,2023,22802,53337,813,8278.11,4,"15010 Yvonne Neck Apt. 229, West Joshuaport, OK 08532",cummingstyler@example.com,1234571597,08-04-2002,Checking,8747.03,6801.54,31019.47
3709,Rachel Hull,24,2022,17942,51233,347,1929.54,5,"12161 Kendra Brooks Apt. 468, Deleonborough, CA 98656",nicoleturner@example.org,1234571598,25-10-1969,Business,45017.89,5148.23,33290.65
3710,Tiffany Edwards,61,2016,22920,45560,708,9600.52,2,"91113 Smith Rapids Suite 457, New Elizabethfort, GA 98282",alfred70@example.com,1234571599,23-12-1984,Checking,4494.37,26504.33,35916.12
3711,Matthew Martinez DVM,66,2015,7170,57231,485,6797.03,2,"910 Smith Unions Suite 047, Greenview, AZ 31157",andrew28@example.org,1234571600,23-06-1953,Business,24328.14,9568.84,54733.73
3712,Kristi Patel,45,2023,41563,28870,446,6163.26,1,"4906 Ortiz Shore, East Joshua, FM 72192",dmiller@example.com,1234571601,13-06-1976,Savings,33455.71,15495.38,56175.81
3713,Dillon Johnson,34,2022,12682,86981,553,3128.94,3,"569 Troy Trafficway Apt. 119, Johnsonstad, KS 82109",christine14@example.org,1234571602,23-10-1949,Checking,8810.02,9237.11,70203.92
3714,Heather Strong,35,2016,30090,22967,696,1973.32,2,"0358 Harris Cape, East Rhondaberg, AS 22375",michaelsmith@example.net,1234571603,02-06-1967,Savings,45324.38,9422.57,65476.76
3715,Justin Riley,68,2020,16633,12156,595,8481.46,3,"Unit 1885 Box 9194, DPO AA 07643",charles79@example.net,1234571604,06-09-1960,Business,46796.87,266.49,112850.47
3716,Joyce Lopez,25,2014,13460,67584,833,7450.89,4,"97099 Nelson Spur Suite 176, Michaelmouth, NV 85473",cody55@example.com,1234571605,01-09-1971,Savings,4102.42,29653.24,57409.75
3717,Stephen Ramos,58,2010,7452,16377,605,598.89,4,"280 Patrick Lane, New Jonland, NE 09332",nhardy@example.net,1234571606,06-03-1964,Checking,3282.86,20484.53,56201.55
3718,Christina Stark,40,2013,30357,53109,722,6137.67,3,"153 Wesley Villages, Pacestad, OH 61714",ashlee12@example.org,1234571607,17-03-1950,Business,42114.22,11681.41,145945.29
3719,Michael Hickman,50,2017,46905,25766,579,7079.59,1,"60448 Christopher Road, South Nathanielport, OK 88469",imason@example.org,1234571608,23-09-1972,Business,579.98,5291.69,28293.8
3720,Lori Johnson,70,2015,11776,97187,720,2654.96,5,"11020 Orr Ramp, Rachelton, LA 57150",wquinn@example.com,1234571609,22-07-1949,Checking,4491.37,19992.4,33952.94
3721,Alicia Graves,52,2013,1255,37069,793,1511.14,4,"Unit 3753 Box 9481, DPO AP 88565",xspencer@example.com,1234571610,06-10-1973,Checking,26371,23305.95,36320.13
3722,Michael Roberts,69,2011,45235,26860,448,5430.22,3,"18898 Whitney Unions Apt. 802, Port Nathanielville, RI 23833",taylorfuller@example.com,1234571611,15-04-1991,Checking,3754.06,9167.73,128355.98
3723,Sean Brown,22,2015,41894,34035,665,3929.39,2,"017 Dawn Port Suite 727, Galvanport, DC 69230",ricardoterry@example.net,1234571612,01-10-1967,Savings,49642.68,26293.77,89165.22
3724,Joel Bradley,18,2010,13154,89102,812,9288.01,5,"807 Nielsen Pines Suite 893, Cassandrafort, VI 24159",mcdanielwilliam@example.org,1234571613,19-03-1959,Savings,38788.79,10919.69,80995.78
3725,Cynthia Hardy,20,2016,24345,85510,680,8420.97,5,"03508 Lindsey Underpass Suite 026, North Morgan, MH 83814",martinezwilliam@example.net,1234571614,26-07-1997,Business,477.6,9657.03,112727.38
3726,Devon Thomas,56,2023,49618,22496,583,8861.75,1,"66699 Perez Manors, West David, VT 73524",brendan79@example.net,1234571615,26-12-1949,Checking,20256.63,27411.77,76768.23
3727,Alan Williams,18,2016,4605,82123,625,887.17,1,"220 Ramirez Centers, Colehaven, AS 66571",katherine33@example.net,1234571616,17-02-1989,Business,6275.2,25172.42,113251.4
3728,Teresa Clark,67,2013,49491,25357,849,9789.23,3,"0188 Mcclure Motorway, Chrismouth, CO 48167",camposcurtis@example.com,1234571617,15-09-1966,Business,15090.34,23193.46,60666.84
3729,Larry Potter,26,2019,21001,56706,821,3678.32,3,"642 Carr Spring Suite 835, Beckermouth, RI 74399",nbrown@example.org,1234571618,10-09-1960,Business,42011.28,13417.46,67690.17
3730,Bruce Zuniga,74,2016,16481,47254,743,9998.36,1,"USCGC Fowler, FPO AA 29354",ssmith@example.com,1234571619,12-02-1963,Business,7592.16,4584.55,41465.8
3731,Chad Hill,25,2013,11591,28077,664,720.7,1,"06534 Yolanda Manors, New Denisechester, RI 14076",ericgreen@example.com,1234571620,02-10-1960,Savings,41207.66,19109.65,143211.18
3732,Mark Christian,44,2020,6449,84197,549,5437.32,2,"31451 Crystal Plains, Keithhaven, CO 50131",smithnicholas@example.net,1234571621,13-07-1973,Checking,7463.72,5466.78,51743.57
3733,Willie Marshall,42,2020,36201,46269,505,1140.76,5,"4829 Jones Track Apt. 631, Millerborough, TN 13777",angelagross@example.net,1234571622,26-11-1950,Checking,34742.18,14809.84,129046.74
3734,Christopher Mason,68,2021,49239,43238,324,8508.8,1,"7790 Katherine Springs, Lake Jessica, NV 06533",nathaniel22@example.com,1234571623,31-07-1996,Business,44763.98,7348.98,67482.69
3735,Rita Davis,48,2021,22411,92446,382,1986.03,2,"4408 Moore Keys Apt. 493, Lake Christopher, GU 36500",acostadavid@example.net,1234571624,27-09-1955,Checking,39454.59,2990.79,121130.93
3736,Allison Collins,74,2020,32481,14335,706,7614.59,3,"35243 Braun Mill, Banksmouth, AL 91061",angela06@example.com,1234571625,22-05-1963,Savings,4145.08,25572.06,39517.37
3737,Travis Castaneda,19,2020,41351,55249,359,3031.76,3,"6195 Frank Burg, Lake Bryan, GA 99003",xjordan@example.com,1234571626,04-07-1961,Business,30046.43,21178.92,54411.85
3738,Natalie Shannon,38,2016,6343,59829,605,2416.58,3,"680 Jordan Inlet, West Patricia, CT 88747",lindsay79@example.org,1234571627,22-02-2003,Business,32491.75,21932.43,118996.36
3739,Johnathan Norris,58,2015,38492,70879,793,5360.47,5,"92871 Robert Drives, Stricklandfort, NM 28220",ncole@example.net,1234571628,13-03-1970,Business,46746.64,5426.9,139707.99
3740,Mary Davidson,70,2011,39306,51172,756,618.48,4,"895 Jennifer Rest, Heathertown, WA 67703",jennifereverett@example.com,1234571629,22-04-2001,Business,27193.41,14472.33,117692.77
3741,Anthony Smith,26,2010,22373,30180,758,4766.49,5,"078 John Locks, Debrafort, OK 00972",qfranklin@example.net,1234571630,18-12-1972,Checking,8272.81,14446.67,100061.21
3742,Russell Brown,23,2013,2936,32875,397,3148.63,4,"74277 Lambert Garden, Lake Franciscomouth, NJ 91330",peterhale@example.org,1234571631,07-08-1992,Business,1331.56,11565.41,84897.64
3743,Amber Castro,62,2020,3566,75570,453,2413.63,4,"USNV Weber, FPO AA 09292",daviszachary@example.net,1234571632,03-01-1953,Savings,25322.93,9335.4,28015.5
3744,Savannah Scott,43,2014,22173,75863,565,5391.89,4,"USNV Wright, FPO AA 23599",aguilarjason@example.net,1234571633,12-05-1991,Business,41530.84,14655.06,149103.46
3745,Felicia Walker,59,2011,8497,28581,682,4456.94,5,"8026 Beasley Prairie Apt. 978, South Kellyburgh, NJ 99446",abigailtaylor@example.org,1234571634,07-01-1985,Savings,25612.82,14420.99,86545.5
3746,Keith Scott,55,2013,7660,65484,523,5657.75,5,"3185 Ryan Club Suite 198, New Larrybury, SC 35481",tiffanynavarro@example.com,1234571635,24-09-1977,Checking,42641.65,14693.04,46892.19
3747,Faith Perry,65,2014,28205,35798,526,2190.08,2,"050 Johnson Fall Apt. 513, New Joshuaton, MN 78722",jenniferzavala@example.net,1234571636,15-06-1989,Business,4830.86,29263.7,39832.97
3748,Andres Smith,32,2011,32477,42062,457,9363.35,4,"518 Chan Inlet Suite 842, New Leahland, CA 98625",weeksjohn@example.org,1234571637,06-04-1960,Checking,47135.13,15976.27,114192.28
3749,Arthur Scott,21,2013,25840,21616,830,3906.32,4,"11592 Newton Trail Suite 884, Bellhaven, KS 77517",tammydalton@example.com,1234571638,11-07-2006,Savings,11502.69,7651.68,51834.79
3750,Ashley Crawford,31,2012,38839,80873,688,5269.9,5,"15411 Miller Valley, East Philipshire, TX 70232",erin83@example.com,1234571639,13-03-1963,Checking,44666.94,17482.33,24215.8
3751,Leah Pena,44,2013,23845,86593,337,2268.27,5,"332 Miller Street, Christinestad, MH 70605",amynelson@example.com,1234571640,09-04-1983,Business,32946.71,24531.06,107568.2
3752,Omar Barnett,75,2019,19108,85151,618,6898.55,4,"8254 Patricia Manors Suite 260, Andersonville, MP 90276",reginadean@example.net,1234571641,20-12-1971,Checking,1890.05,1246.96,116105.2
3753,Miranda Moore,19,2021,40452,28045,406,5219.84,5,"0705 Javier Circles, Jesseborough, NC 49243",courtney55@example.net,1234571642,24-06-1987,Savings,41560.39,19783.01,69055.14
3754,Renee Holland,21,2022,38620,71992,728,8118.85,5,"575 Griffith Mill Apt. 471, East Charleschester, FL 66129",ulawson@example.org,1234571643,27-02-1973,Savings,35893.04,26643.03,146450.06
3755,Stephanie Serrano,56,2016,38169,76350,796,9917.38,4,"80108 Porter Summit Suite 055, Lake Timothy, IL 42662",arnoldjoseph@example.com,1234571644,27-05-1988,Savings,5257.5,2806.38,100068.8
3756,Renee Bonilla,68,2020,3311,99576,697,3266.5,5,"066 Tamara Glens Apt. 880, Lake Kimberlyville, DE 34589",ramirezjessica@example.org,1234571645,04-01-1973,Business,46209.24,250.31,132637.29
3757,Crystal Carroll,43,2015,16860,45364,397,2795.02,2,"410 Young Shores Suite 080, Petersonton, NE 94405",kellychristopher@example.org,1234571646,14-04-1999,Business,9785.13,9623.44,96078.14
3758,John Benitez,26,2014,42636,21960,767,4538,5,"5975 Young Villages Suite 689, Meganshire, LA 21395",walshjoshua@example.org,1234571647,08-01-1970,Checking,28508.89,26940.67,49064.11
3759,Miss Rachel Wright,53,2023,18761,33912,616,1875.81,3,"7965 Steven Mills Apt. 879, Marytown, DE 78496",qnguyen@example.net,1234571648,09-04-1972,Business,4570.45,29039.49,90493.65
3760,Kelsey Brewer,64,2012,13808,89011,353,6831.21,4,"7850 Farrell Creek Suite 800, North Teresafurt, NE 09202",amber92@example.org,1234571649,22-10-1964,Checking,18329.51,27079.3,60925.14
3761,Shawn Thomas,63,2013,44622,13284,577,7714.18,4,"693 Bailey Shore, Henrychester, ID 92677",allenamy@example.org,1234571650,30-06-1989,Business,44514.73,2680.24,51638.7
3762,David Clark,37,2020,44328,29922,395,8368.01,5,"0236 Kimberly Meadows, North Christopher, ME 92036",kelly23@example.net,1234571651,13-06-1999,Savings,12144.04,19455.99,89701.86
3763,Jessica Zuniga,44,2018,49037,50761,719,6667.71,4,"39631 Taylor Shoals Suite 197, Port Richard, GU 50311",jonathanpitts@example.net,1234571652,10-07-1967,Checking,19301.1,5111.04,38362.99
3764,Bobby Brown,43,2017,36929,75129,601,7542.6,2,"63386 Luis Locks, Jessicaland, LA 09030",bsmith@example.org,1234571653,26-11-1990,Savings,47109.28,18157.2,64513.66
3765,Brandon Carney,75,2010,1083,41700,658,9164.15,1,"59592 Harris Rapids Suite 078, Brianland, DE 94507",julian05@example.net,1234571654,04-07-1961,Business,3185.96,26224.91,140670.15
3766,Melissa Garcia,71,2022,49690,34212,420,1494.01,1,"430 Adams Forks Suite 227, Gardnerton, DE 92774",xtodd@example.net,1234571655,07-09-1985,Checking,37392.47,5437.86,140968.95
3767,Kelly Reid,52,2012,42246,99320,331,9775.57,5,"27957 Mary Burg Apt. 726, Port Bruce, MS 83761",rsullivan@example.org,1234571656,02-09-1956,Business,2197.14,1706.05,76905.63
3768,Eric Duffy,21,2017,35033,84983,790,5520.66,3,"Unit 0132 Box 1401, DPO AA 18138",jenniferglover@example.com,1234571657,10-02-2003,Savings,30886.94,10219.46,37504.54
3769,Amanda Nguyen,65,2020,33435,88263,540,8294.36,2,"476 Karen Valleys Apt. 510, Pattersonstad, MS 02931",samanthamorris@example.net,1234571658,27-07-1965,Savings,12073.49,28280.1,52558.91
3770,Gary Morales,71,2019,44395,58994,635,9822.96,5,"2148 Alyssa Drive Apt. 217, South Michaelstad, PR 29211",meadowsbryce@example.org,1234571659,07-07-1986,Business,33850.18,21495.18,117752.13
3771,Christopher Martin,46,2011,1338,78435,748,2759.73,3,"USNS Williams, FPO AP 12225",jessica88@example.net,1234571660,04-01-1998,Savings,41588.74,27056.95,78452.98
3772,Meghan Johnson,74,2010,34087,16679,679,2628.21,1,"552 Brown Lodge Apt. 244, Jonathanview, AL 43062",orrmichael@example.org,1234571661,15-05-2004,Checking,30172.09,15023,54781.57
3773,Travis Simon,52,2014,2809,40732,450,3995.73,2,"290 Gamble Springs, West Benjaminhaven, NV 25766",kfarley@example.org,1234571662,08-08-2005,Checking,28684.93,16913.81,62746.53
3774,Beth Pierce,27,2023,1256,81099,748,987.52,2,"01064 Abigail Trace, Taylorshire, NH 25252",christopher21@example.org,1234571663,08-07-1971,Business,14628.14,6122.28,96531.28
3775,John Beck,53,2017,5896,67159,733,8435.11,1,"14356 Ashley Shore Suite 464, Torresville, MN 72477",bdavis@example.net,1234571664,14-03-1960,Checking,28936.92,7858.45,42874.55
3776,Paul Farley,75,2021,12531,81204,422,6050.7,5,"5486 Walters Unions, West Jeff, NH 93309",travissanchez@example.com,1234571665,06-03-1973,Business,25341.85,7970.18,48196.99
3777,Alexander Munoz,26,2014,43265,74553,829,6238.54,3,"847 Corey Ranch Suite 546, West Frederickberg, KY 72900",allenlonnie@example.com,1234571666,21-10-1952,Checking,45924.75,2543.96,78524.17
3778,Donald Rice,59,2013,24685,14082,474,5463.74,4,"Unit 2072 Box 0459, DPO AP 78762",mclayton@example.org,1234571667,10-09-1950,Checking,12322.5,9781.05,118610.01
3779,Seth Mitchell,31,2018,31198,85175,630,6851.66,1,"4955 Huerta Bridge Apt. 416, East Andrew, AR 35404",rtapia@example.com,1234571668,01-05-1988,Savings,27304.39,18755.14,140866.91
3780,Matthew Martinez,55,2018,33430,11074,437,3447.05,2,"185 Clayton Squares, Jonathanbury, CO 41642",andrea65@example.net,1234571669,17-01-2000,Checking,44624.75,5325.14,62207.91
3781,Melissa Jackson,28,2012,37340,97259,620,6970.93,5,"USS Wolf, FPO AE 78828",tayloremily@example.com,1234571670,02-04-1949,Savings,19383.3,17242.72,77511.51
3782,Eugene Woodard,71,2020,7171,94056,735,7703.08,5,"45270 Christopher Viaduct, Higginschester, MT 18084",wmcguire@example.net,1234571671,22-02-1985,Checking,24220.85,8315.92,89409.89
3783,Pamela Sanchez,23,2023,27471,92258,332,6648.47,1,"48799 Esparza Court Suite 654, Robertsville, UT 79137",zberry@example.com,1234571672,07-04-1966,Business,29120.98,5273.72,118693.2
3784,Diana Lee,54,2023,11475,24260,543,2447.17,1,"022 Rivera Stravenue Suite 002, Port Jordanbury, CO 84133",zhangmelanie@example.com,1234571673,13-12-1982,Checking,32978.48,27867.3,50960.09
3785,Andrew Mosley,48,2020,37038,39283,721,9958.13,4,"0801 Quinn Ramp Suite 078, New Daniel, MT 94180",holly97@example.com,1234571674,18-10-1996,Checking,33946.06,23891.26,101329.35
